ID / IDENTIFIANT,ORGANISATION,GROUP AND LEVEL  / GROUPE ET NIVEAU,PROVINCE_FR,PROVINCE_EN,FIRST OFFICIAL LANGUAGE / PREMIÈRE LANGUE OFFICIELLE (EN),MEMBERS OF VISIBLE MINORITIES / MINORITÉS VISIBLES,INDIGENOUS PEOPLES / AUTOCHTONES,PERSONS WITH DISABILITIES / PERSONNES EN SITUATION DE HANDICAP,APPLICATION DATE / DATE DE CANDIDATURE,SALARY / SALAIRE
5665,Organisation C,AS04,Saskatchewan,Saskatchewan,English,0,1,1,23-juil.-21,"76343,5"
5666,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,19-oct.-21,"76343,5"
5667,Organisation C,AS04,Saskatchewan,Saskatchewan,English,0,0,0,14-juil.-21,"76343,5"
5668,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,"76343,5"
5669,Organisation C,AS04,Alberta,Alberta,English,1,0,0,28-juil.-21,"76343,5"
5670,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5671,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-nov.-21,"76343,5"
5672,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-nov.-21,"76343,5"
5673,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,14-juil.-21,"76343,5"
5674,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5675,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-juin-21,"76343,5"
5676,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,30-juin-21,"76343,5"
5677,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-juil.-21,"76343,5"
5678,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,7-sept.-21,"76343,5"
5679,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,18-nov.-21,"76343,5"
5680,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5681,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5682,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,26-nov.-21,"76343,5"
5683,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5684,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-juin-21,"76343,5"
5685,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-sept.-21,"76343,5"
5686,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,3-nov.-21,"76343,5"
5687,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,3-juin-21,"76343,5"
5688,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,25-août-21,"76343,5"
5689,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-août-21,"76343,5"
5690,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,"76343,5"
5691,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,7-sept.-21,"76343,5"
5692,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,1,31-mai-21,"76343,5"
5693,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-nov.-21,"76343,5"
5694,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,5-avr.-21,"76343,5"
5695,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,3-nov.-21,"76343,5"
5696,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,28-nov.-21,"76343,5"
5697,Organisation C,AS04,Nouveau-Brunswick,New Brunswick,English,0,0,0,29-nov.-21,"76343,5"
5698,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,14-juil.-21,"76343,5"
5699,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,"76343,5"
5700,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,19-juil.-21,"76343,5"
5701,Organisation C,AS04,Alberta,Alberta,English,1,0,0,24-nov.-21,"76343,5"
5702,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,8-nov.-21,"76343,5"
5703,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,"76343,5"
5704,Organisation C,AS04,Nouveau-Brunswick,New Brunswick,French,0,0,0,19-oct.-21,"76343,5"
5705,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,"76343,5"
5706,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5707,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-nov.-21,"76343,5"
5708,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,3-nov.-21,"76343,5"
5709,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,26-oct.-21,"76343,5"
5710,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,3-nov.-21,"76343,5"
5711,Organisation C,AS04,Saskatchewan,Saskatchewan,English,0,0,0,15-juil.-21,"76343,5"
5712,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,8-nov.-21,"76343,5"
5713,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-nov.-21,"76343,5"
5714,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,11-nov.-21,"76343,5"
5715,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,"76343,5"
5716,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,14-oct.-21,"76343,5"
5717,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,3-nov.-21,"76343,5"
5718,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,"76343,5"
5719,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,19-oct.-21,"76343,5"
5720,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5721,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-nov.-21,"76343,5"
5722,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-août-21,"76343,5"
5723,Organisation C,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,24-nov.-21,"76343,5"
5724,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,"76343,5"
5725,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-nov.-21,"76343,5"
5726,Organisation C,AS04,Manitoba,Manitoba,English,0,0,0,27-juil.-21,"76343,5"
5727,Organisation B,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,21-oct.-21,"76343,5"
5728,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-nov.-21,"76343,5"
5729,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,19-oct.-21,"76343,5"
5730,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-oct.-21,"76343,5"
5731,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,30-nov.-21,"76343,5"
5732,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-juin-21,"76343,5"
5733,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-août-21,"76343,5"
5734,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,8-nov.-21,"76343,5"
5735,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-oct.-21,"76343,5"
5736,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5737,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,10-nov.-21,"76343,5"
5738,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,"76343,5"
5739,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,25-nov.-21,"76343,5"
5740,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,29-juil.-21,"76343,5"
5741,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,"76343,5"
5742,Organisation E,AS04,Extérieur du Canada,Outside Canada,English,0,1,0,21-juin-21,"76343,5"
5743,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,"76343,5"
5744,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,1,0,24-août-21,"76343,5"
5745,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-nov.-21,"76343,5"
5746,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,7-nov.-21,"76343,5"
5747,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,22-juil.-21,"76343,5"
5748,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,27-août-21,"76343,5"
5749,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5750,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,5-nov.-21,"76343,5"
5751,Organisation C,AS04,Alberta,Alberta,English,0,0,0,24-nov.-21,"76343,5"
5752,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,12-sept.-21,"76343,5"
5753,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,1,13-nov.-21,"76343,5"
5754,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,30-nov.-21,"76343,5"
5755,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-sept.-21,"76343,5"
5756,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,24-nov.-21,"76343,5"
5757,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,"76343,5"
5758,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,9-nov.-21,"76343,5"
5759,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,9-nov.-21,"76343,5"
5760,Organisation B,AS04,Colombie-Britannique,British Columbia,English,0,0,0,17-juin-21,"76343,5"
5761,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,"76343,5"
5762,Organisation C,AS04,Manitoba,Manitoba,English,1,0,1,28-nov.-21,"76343,5"
5763,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,5-nov.-21,"76343,5"
5764,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-mai-21,74714
5765,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,9-nov.-21,74714
5766,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,1,1,23-nov.-21,74714
5767,Organisation C,AS04,Nouvelle-Écosse,Nova Scotia,English,0,0,0,16-nov.-21,74714
5768,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,74714
5769,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,28-mai-21,74714
5770,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,21-oct.-21,74714
5771,Organisation C,AS04,Alberta,Alberta,English,1,0,0,28-juil.-21,74714
5772,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,74714
5773,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,6-août-21,74714
5774,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,28-juil.-21,74714
5775,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,31-mai-21,74714
5776,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-nov.-21,74714
5777,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,21-oct.-21,74714
5778,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,29-nov.-21,74714
5779,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-sept.-21,74714
5780,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-juin-21,74714
5781,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,26-nov.-21,74714
5782,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,74714
5783,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,7-nov.-21,74714
5784,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,12-nov.-21,74714
5785,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,27-juil.-21,74714
5786,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,74714
5787,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,25-nov.-21,74714
5788,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-août-21,74714
5789,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,23-nov.-21,74714
5790,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,24-mai-21,74714
5791,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-nov.-21,74714
5792,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,10-nov.-21,74714
5793,Organisation C,AS04,Alberta,Alberta,English,1,0,0,30-nov.-21,74714
5794,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,74714
5795,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,10-nov.-21,74714
5796,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-oct.-21,74714
5797,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,1-sept.-21,74714
5798,Organisation B,AS04,Colombie-Britannique,British Columbia,English,0,0,0,16-juin-21,74714
5799,Organisation C,AS04,Alberta,Alberta,English,1,0,1,25-juil.-21,74714
5800,Organisation C,AS04,Saskatchewan,Saskatchewan,English,0,0,0,17-juin-21,74714
5801,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,24-août-21,74714
5802,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-nov.-21,74714
5803,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,28-mai-21,74714
5804,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,10-nov.-21,74714
5805,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,29-nov.-21,74714
5806,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,23-août-21,74714
5807,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,74714
5808,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,74714
5809,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,3-nov.-21,74714
5810,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,1,21-oct.-21,74714
5811,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,5-nov.-21,74714
5812,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,74714
5813,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,1,0,9-nov.-21,74714
5814,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,15-juin-21,74714
5815,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,3-nov.-21,74714
5816,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,4-nov.-21,74714
5817,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,18-oct.-21,74714
5818,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,74714
5819,Organisation B,AS04,Nouvelle-Écosse,Nova Scotia,French,0,0,0,21-oct.-21,74714
5820,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,1,1,14-juin-21,74714
5821,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-août-21,74714
5822,Organisation C,AS04,Alberta,Alberta,English,0,0,0,28-juil.-21,74714
5823,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,74714
5824,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,29-nov.-21,74714
5825,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,22-nov.-21,74714
5826,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juil.-21,74714
5827,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,13-juin-21,74714
5828,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,27-juil.-21,74714
5829,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,74714
5830,Organisation C,AS04,Nouveau-Brunswick,New Brunswick,English,0,0,0,2-avr.-21,74714
5831,Organisation B,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-oct.-21,74714
5832,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,74714
5833,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,2-nov.-21,74714
5834,Organisation B,AS04,Colombie-Britannique,British Columbia,English,1,0,1,22-oct.-21,74714
5835,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,74714
5836,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,74714
5837,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juin-21,74714
5838,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,13-sept.-21,74714
5839,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,74714
5840,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-nov.-21,74714
5841,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,9-nov.-21,74714
5842,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,4-nov.-21,74714
5843,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,1,30-nov.-21,74714
5844,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,3-nov.-21,74714
5845,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-nov.-21,74714
5846,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,74714
5847,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,27-juil.-21,74714
5848,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,15-nov.-21,74714
5849,Organisation B,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,20-oct.-21,74714
5850,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,7-nov.-21,74714
5851,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,74714
5852,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,10-nov.-21,74714
5853,Organisation C,AS04,Manitoba,Manitoba,French,0,0,0,30-nov.-21,74714
5854,Organisation C,AS04,Alberta,Alberta,English,0,0,0,15-juil.-21,74714
5855,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,8-nov.-21,74714
5856,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-nov.-21,74714
5857,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,15-nov.-21,74714
5858,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,1,0,30-juin-21,74714
5860,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-nov.-21,74714
5861,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,27-juil.-21,74714
5862,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,2-nov.-21,74714
5863,Organisation F,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-sept.-21,74714
5864,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,27-juin-21,74714
5865,Organisation C,AS04,Colombie-Britannique,British Columbia,English,0,0,0,28-juil.-21,74714
5866,Organisation C,AS04,Nouveau-Brunswick,New Brunswick,French,0,0,0,15-juin-21,74714
5867,Organisation C,AS04,Colombie-Britannique,British Columbia,English,1,0,0,30-nov.-21,74714
5868,Organisation C,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,1-sept.-21,74714
5869,Organisation C,AS04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-nov.-21,74714
5870,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,27-juin-21,74714
5871,Organisation C,AS04,Alberta,Alberta,English,0,0,0,19-juil.-21,74714
5872,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,15-nov.-21,74714
5873,Organisation C,AS04,Alberta,Alberta,English,1,0,0,28-juil.-21,74714
5874,Organisation B,AS04,Colombie-Britannique,British Columbia,English,1,0,0,22-oct.-21,74714
5875,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,2-nov.-21,74714
5876,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,12-nov.-21,74714
5877,Organisation E,AS04,Ontario (sauf la RCN),Ontario (except NCR),French,1,0,0,9-nov.-21,74714
